sex,age,place_birth_canada,n,bornin_canada
Female,55,Born outside Canada,4,No
Female,55,Born in Canada,12,Yes
Female,55,Born outside Canada,3,No
Female,55,Born in Canada,9,Yes
Female,55,Born outside Canada,8,No
Female,55,Born in Canada,30,Yes
Female,55,Born outside Canada,3,No
Female,55,Born in Canada,16,Yes
Female,55,Born outside Canada,3,No
Female,55,"NA",1,NA
Female,55,Born in Canada,15,Yes
Female,55,Born outside Canada,5,No
Female,55,Born in Canada,16,Yes
Female,55,Born outside Canada,2,No
Female,55,Born in Canada,20,Yes
Female,55,Born outside Canada,2,No
Female,55,Don't know,2,NA
Female,55,Born in Canada,20,Yes
Female,55,Born outside Canada,6,No
Female,55,Born in Canada,17,Yes
Female,55,Born outside Canada,3,No
Female,56,Born in Canada,15,Yes
Female,56,Born outside Canada,6,No
Female,56,Born in Canada,18,Yes
Female,56,Born outside Canada,3,No
Female,56,Born in Canada,14,Yes
Female,56,Born outside Canada,2,No
Female,56,Born in Canada,25,Yes
Female,56,Born outside Canada,3,No
Female,56,Born in Canada,6,Yes
Female,56,Born outside Canada,1,No
Female,56,Born in Canada,16,Yes
Female,56,Born outside Canada,6,No
Female,56,Born in Canada,22,Yes
Female,56,Born outside Canada,4,No
Female,56,Born in Canada,16,Yes
Female,56,Born outside Canada,1,No
Female,56,Born in Canada,25,Yes
Female,56,Born outside Canada,3,No
Female,56,Born in Canada,15,Yes
Female,56,Born outside Canada,2,No
Female,56,"NA",1,NA
Female,57,Born in Canada,19,Yes
Female,57,Born outside Canada,5,No
Female,57,Born in Canada,18,Yes
Female,57,Born outside Canada,5,No
Female,57,Born in Canada,15,Yes
Female,57,Born outside Canada,1,No
Female,57,Born in Canada,28,Yes
Female,57,Born outside Canada,5,No
Female,57,Born in Canada,12,Yes
Female,57,Born outside Canada,4,No
Female,57,Don't know,1,NA
Female,57,Born in Canada,11,Yes
Female,57,Born outside Canada,3,No
Female,57,Born in Canada,13,Yes
Female,57,Born in Canada,15,Yes
Female,57,Born outside Canada,3,No
Female,57,Born in Canada,35,Yes
Female,57,Born outside Canada,8,No
Female,57,Born in Canada,19,Yes
Female,57,Born outside Canada,1,No
Female,58,Born in Canada,21,Yes
Female,58,Born outside Canada,1,No
Female,58,Born in Canada,17,Yes
Female,58,Born outside Canada,2,No
Female,58,Born in Canada,11,Yes
Female,58,Born outside Canada,2,No
Female,58,Born in Canada,46,Yes
Female,58,Born outside Canada,6,No
Female,58,"NA",1,NA
Female,58,Born in Canada,21,Yes
Female,58,Born outside Canada,2,No
Female,58,Born in Canada,13,Yes
Female,58,Born outside Canada,4,No
Female,58,Born in Canada,13,Yes
Female,58,Born outside Canada,4,No
Female,58,Born in Canada,11,Yes
Female,58,Born outside Canada,4,No
Female,58,Born in Canada,30,Yes
Female,58,Born outside Canada,4,No
Female,58,Born in Canada,21,Yes
Female,58,Born outside Canada,2,No
Female,59,Born in Canada,20,Yes
Female,59,Born in Canada,20,Yes
Female,59,Born outside Canada,5,No
Female,59,Born in Canada,15,Yes
Female,59,Born outside Canada,1,No
Female,59,Born in Canada,27,Yes
Female,59,Born outside Canada,3,No
Female,59,Born in Canada,13,Yes
Female,59,Born outside Canada,5,No
Female,59,Born in Canada,10,Yes
Female,59,Born outside Canada,6,No
Female,59,Born in Canada,15,Yes
Female,59,Born outside Canada,2,No
Female,59,Born in Canada,19,Yes
Female,59,Born outside Canada,2,No
Female,59,Don't know,1,NA
Female,59,Born in Canada,29,Yes
Female,59,Born outside Canada,6,No
Female,59,Born in Canada,18,Yes
Female,59,Born outside Canada,3,No
Female,60,Born in Canada,19,Yes
Female,60,Born outside Canada,4,No
Female,60,Born in Canada,20,Yes
Female,60,Born in Canada,16,Yes
Female,60,Born outside Canada,3,No
Female,60,Born in Canada,35,Yes
Female,60,Born outside Canada,6,No
Female,60,Born in Canada,16,Yes
Female,60,Born outside Canada,3,No
Female,60,Born in Canada,13,Yes
Female,60,Born outside Canada,3,No
Female,60,Born in Canada,16,Yes
Female,60,Born outside Canada,3,No
Female,60,Born in Canada,13,Yes
Female,60,Born outside Canada,6,No
Female,60,Born in Canada,27,Yes
Female,60,Born outside Canada,7,No
Female,60,"NA",1,NA
Female,60,Born in Canada,23,Yes
Female,60,Born outside Canada,4,No
Female,60,"NA",1,NA
Female,61,Born in Canada,17,Yes
Female,61,Born in Canada,20,Yes
Female,61,Born outside Canada,4,No
Female,61,Born in Canada,24,Yes
Female,61,Born outside Canada,5,No
Female,61,Born in Canada,25,Yes
Female,61,Born outside Canada,6,No
Female,61,Born in Canada,18,Yes
Female,61,Born outside Canada,1,No
Female,61,Born in Canada,15,Yes
Female,61,Born outside Canada,5,No
Female,61,"NA",1,NA
Female,61,Born in Canada,11,Yes
Female,61,Born outside Canada,3,No
Female,61,Born in Canada,16,Yes
Female,61,Born outside Canada,3,No
Female,61,Born in Canada,24,Yes
Female,61,Born outside Canada,5,No
Female,61,Born in Canada,18,Yes
Female,61,Born outside Canada,1,No
Female,61,"NA",1,NA
Female,62,Born in Canada,16,Yes
Female,62,Born outside Canada,3,No
Female,62,Born in Canada,17,Yes
Female,62,Born outside Canada,2,No
Female,62,"NA",1,NA
Female,62,Born in Canada,26,Yes
Female,62,Born outside Canada,3,No
Female,62,"NA",1,NA
Female,62,Born in Canada,19,Yes
Female,62,Born outside Canada,2,No
Female,62,Born in Canada,17,Yes
Female,62,Born outside Canada,1,No
Female,62,Born in Canada,10,Yes
Female,62,Born outside Canada,2,No
Female,62,Born in Canada,20,Yes
Female,62,Born outside Canada,1,No
Female,62,Born in Canada,11,Yes
Female,62,Born outside Canada,4,No
Female,62,Born in Canada,30,Yes
Female,62,Born outside Canada,6,No
Female,62,Born in Canada,19,Yes
Female,62,Born outside Canada,4,No
Female,63,Born in Canada,11,Yes
Female,63,Born outside Canada,4,No
Female,63,Born in Canada,21,Yes
Female,63,Born outside Canada,3,No
Female,63,Born in Canada,19,Yes
Female,63,Born outside Canada,5,No
Female,63,Born in Canada,40,Yes
Female,63,Born outside Canada,10,No
Female,63,Born in Canada,15,Yes
Female,63,Born outside Canada,3,No
Female,63,Born in Canada,18,Yes
Female,63,Born outside Canada,4,No
Female,63,Born in Canada,15,Yes
Female,63,Born outside Canada,2,No
Female,63,Born in Canada,13,Yes
Female,63,Born outside Canada,4,No
Female,63,Born in Canada,33,Yes
Female,63,Born outside Canada,7,No
Female,63,Born in Canada,15,Yes
Female,63,Born outside Canada,3,No
Female,64,Born in Canada,16,Yes
Female,64,Born outside Canada,3,No
Female,64,Born in Canada,21,Yes
Female,64,Born outside Canada,3,No
Female,64,Born in Canada,10,Yes
Female,64,Born outside Canada,1,No
Female,64,Born in Canada,29,Yes
Female,64,Born outside Canada,6,No
Female,64,Born in Canada,15,Yes
Female,64,Born outside Canada,2,No
Female,64,Born in Canada,19,Yes
Female,64,Born outside Canada,4,No
Female,64,Born in Canada,15,Yes
Female,64,Born in Canada,14,Yes
Female,64,Born outside Canada,5,No
Female,64,Born in Canada,28,Yes
Female,64,Born outside Canada,6,No
Female,64,Born in Canada,17,Yes
Female,64,Born outside Canada,5,No
Female,65,Born in Canada,21,Yes
Female,65,Born outside Canada,2,No
Female,65,Born in Canada,17,Yes
Female,65,Born outside Canada,3,No
Female,65,"NA",1,NA
Female,65,Born in Canada,15,Yes
Female,65,Born outside Canada,7,No
Female,65,Born in Canada,26,Yes
Female,65,Born outside Canada,7,No
Female,65,Born in Canada,30,Yes
Female,65,Born outside Canada,1,No
Female,65,Born in Canada,17,Yes
Female,65,Born outside Canada,5,No
Female,65,Born in Canada,12,Yes
Female,65,Born outside Canada,3,No
Female,65,Born in Canada,18,Yes
Female,65,Born outside Canada,5,No
Female,65,Born in Canada,28,Yes
Female,65,Born outside Canada,5,No
Female,65,Born in Canada,15,Yes
Female,65,Born outside Canada,2,No
Female,66,Born in Canada,20,Yes
Female,66,Born outside Canada,4,No
Female,66,Born in Canada,16,Yes
Female,66,Born outside Canada,5,No
Female,66,Born in Canada,12,Yes
Female,66,Born outside Canada,3,No
Female,66,Born in Canada,31,Yes
Female,66,Born outside Canada,6,No
Female,66,Born in Canada,13,Yes
Female,66,Born outside Canada,5,No
Female,66,Born in Canada,14,Yes
Female,66,Born outside Canada,6,No
Female,66,Born in Canada,16,Yes
Female,66,Born outside Canada,3,No
Female,66,Born in Canada,11,Yes
Female,66,Born outside Canada,6,No
Female,66,Born in Canada,37,Yes
Female,66,Born outside Canada,6,No
Female,66,Born in Canada,13,Yes
Female,66,Born outside Canada,3,No
Female,67,Born in Canada,17,Yes
Female,67,Born outside Canada,4,No
Female,67,Born in Canada,19,Yes
Female,67,Born outside Canada,1,No
Female,67,Born in Canada,19,Yes
Female,67,Born outside Canada,1,No
Female,67,Born in Canada,37,Yes
Female,67,Born outside Canada,3,No
Female,67,Born in Canada,19,Yes
Female,67,Born outside Canada,5,No
Female,67,Born in Canada,15,Yes
Female,67,Born outside Canada,4,No
Female,67,Born in Canada,16,Yes
Female,67,Born outside Canada,2,No
Female,67,Born in Canada,16,Yes
Female,67,Born in Canada,19,Yes
Female,67,Born outside Canada,7,No
Female,67,Born in Canada,9,Yes
Female,67,Born outside Canada,2,No
Female,68,Born in Canada,15,Yes
Female,68,Born outside Canada,2,No
Female,68,Born in Canada,11,Yes
Female,68,Born outside Canada,4,No
Female,68,Born in Canada,18,Yes
Female,68,Born outside Canada,2,No
Female,68,Born in Canada,25,Yes
Female,68,Born outside Canada,8,No
Female,68,Born in Canada,11,Yes
Female,68,Born outside Canada,3,No
Female,68,Born in Canada,14,Yes
Female,68,Born outside Canada,5,No
Female,68,"NA",1,NA
Female,68,Born in Canada,15,Yes
Female,68,Born outside Canada,1,No
Female,68,Born in Canada,17,Yes
Female,68,Born outside Canada,3,No
Female,68,Born in Canada,32,Yes
Female,68,Born outside Canada,8,No
Female,68,"NA",1,NA
Female,68,Born in Canada,16,Yes
Female,68,Born outside Canada,4,No
Female,69,Born in Canada,18,Yes
Female,69,Born outside Canada,4,No
Female,69,Born in Canada,20,Yes
Female,69,Born outside Canada,4,No
Female,69,Born in Canada,16,Yes
Female,69,Born outside Canada,6,No
Female,69,Born in Canada,35,Yes
Female,69,Born outside Canada,6,No
Female,69,Born in Canada,13,Yes
Female,69,Born outside Canada,3,No
Female,69,Born in Canada,6,Yes
Female,69,Born outside Canada,6,No
Female,69,Born in Canada,13,Yes
Female,69,Born outside Canada,2,No
Female,69,Born in Canada,19,Yes
Female,69,Born outside Canada,3,No
Female,69,Born in Canada,33,Yes
Female,69,Born outside Canada,8,No
Female,69,Born in Canada,17,Yes
Female,69,Born outside Canada,5,No
Female,70,Born in Canada,20,Yes
Female,70,Born outside Canada,1,No
Female,70,Born in Canada,17,Yes
Female,70,Born outside Canada,7,No
Female,70,Born in Canada,17,Yes
Female,70,Born outside Canada,4,No
Female,70,Born in Canada,29,Yes
Female,70,Born outside Canada,2,No
Female,70,Born in Canada,10,Yes
Female,70,Born outside Canada,2,No
Female,70,Born in Canada,18,Yes
Female,70,Born outside Canada,3,No
Female,70,Born in Canada,18,Yes
Female,70,Born outside Canada,6,No
Female,70,Born in Canada,14,Yes
Female,70,Born outside Canada,4,No
Female,70,Born in Canada,19,Yes
Female,70,Born outside Canada,8,No
Female,70,Born in Canada,12,Yes
Female,70,Born outside Canada,3,No
Female,70,Don't know,1,NA
Female,71,Born in Canada,12,Yes
Female,71,Born outside Canada,4,No
Female,71,"NA",1,NA
Female,71,Born in Canada,16,Yes
Female,71,Born outside Canada,3,No
Female,71,Born in Canada,20,Yes
Female,71,Born outside Canada,4,No
Female,71,Born in Canada,25,Yes
Female,71,Born outside Canada,9,No
Female,71,Born in Canada,14,Yes
Female,71,Born outside Canada,2,No
Female,71,Born in Canada,12,Yes
Female,71,Born outside Canada,3,No
Female,71,Born in Canada,13,Yes
Female,71,Born outside Canada,3,No
Female,71,Born in Canada,5,Yes
Female,71,Born in Canada,19,Yes
Female,71,Born outside Canada,5,No
Female,71,Born in Canada,10,Yes
Female,71,Born outside Canada,4,No
Female,72,Born in Canada,13,Yes
Female,72,Born outside Canada,3,No
Female,72,Born in Canada,17,Yes
Female,72,Born outside Canada,3,No
Female,72,Born in Canada,8,Yes
Female,72,Born outside Canada,4,No
Female,72,Born in Canada,17,Yes
Female,72,Born outside Canada,6,No
Female,72,Born in Canada,16,Yes
Female,72,Born outside Canada,2,No
Female,72,Born in Canada,11,Yes
Female,72,Born outside Canada,3,No
Female,72,Born in Canada,11,Yes
Female,72,Born outside Canada,2,No
Female,72,Born in Canada,10,Yes
Female,72,Born outside Canada,2,No
Female,72,Born in Canada,28,Yes
Female,72,Born outside Canada,1,No
Female,72,Born in Canada,13,Yes
Female,72,Born outside Canada,2,No
Female,73,Born in Canada,8,Yes
Female,73,Born outside Canada,5,No
Female,73,Born in Canada,9,Yes
Female,73,Born outside Canada,4,No
Female,73,Born in Canada,12,Yes
Female,73,Born outside Canada,6,No
Female,73,Born in Canada,27,Yes
Female,73,Born outside Canada,5,No
Female,73,Born in Canada,10,Yes
Female,73,Born outside Canada,2,No
Female,73,Born in Canada,8,Yes
Female,73,Born outside Canada,2,No
Female,73,Born in Canada,13,Yes
Female,73,Born outside Canada,7,No
Female,73,Born in Canada,9,Yes
Female,73,Born outside Canada,2,No
Female,73,Born in Canada,14,Yes
Female,73,Born outside Canada,6,No
Female,73,Born in Canada,9,Yes
Female,73,Born outside Canada,2,No
Female,74,Born in Canada,17,Yes
Female,74,Born outside Canada,2,No
Female,74,Born in Canada,5,Yes
Female,74,Born outside Canada,2,No
Female,74,Born in Canada,11,Yes
Female,74,Born outside Canada,2,No
Female,74,Born in Canada,19,Yes
Female,74,Born outside Canada,3,No
Female,74,Born in Canada,9,Yes
Female,74,Born outside Canada,4,No
Female,74,Born in Canada,7,Yes
Female,74,Born outside Canada,2,No
Female,74,Born in Canada,11,Yes
Female,74,Born outside Canada,2,No
Female,74,Born in Canada,6,Yes
Female,74,Born outside Canada,5,No
Female,74,Born in Canada,23,Yes
Female,74,Born outside Canada,3,No
Female,74,Born in Canada,16,Yes
Female,74,Born outside Canada,7,No
Female,75,Born in Canada,9,Yes
Female,75,Born outside Canada,1,No
Female,75,Born in Canada,6,Yes
Female,75,Born outside Canada,1,No
Female,75,Born in Canada,12,Yes
Female,75,Born outside Canada,2,No
Female,75,Born in Canada,18,Yes
Female,75,Born outside Canada,4,No
Female,75,Born in Canada,9,Yes
Female,75,Born outside Canada,3,No
Female,75,Born in Canada,4,Yes
Female,75,Born outside Canada,2,No
Female,75,Born in Canada,6,Yes
Female,75,Born in Canada,13,Yes
Female,75,Born outside Canada,2,No
Female,75,Born in Canada,13,Yes
Female,75,Born outside Canada,7,No
Female,75,Don't know,1,NA
Female,75,Born in Canada,11,Yes
Female,75,Born outside Canada,2,No
Female,76,Born in Canada,9,Yes
Female,76,Born in Canada,13,Yes
Female,76,Born in Canada,9,Yes
Female,76,Born in Canada,20,Yes
Female,76,Born outside Canada,6,No
Female,76,Born in Canada,9,Yes
Female,76,Born outside Canada,2,No
Female,76,Born in Canada,5,Yes
Female,76,Born outside Canada,6,No
Female,76,Born in Canada,14,Yes
Female,76,Born outside Canada,1,No
Female,76,Born in Canada,9,Yes
Female,76,Born outside Canada,3,No
Female,76,Born in Canada,20,Yes
Female,76,Born outside Canada,5,No
Female,76,Born in Canada,8,Yes
Female,76,Born outside Canada,1,No
Female,77,Born in Canada,8,Yes
Female,77,Born outside Canada,3,No
Female,77,Born in Canada,8,Yes
Female,77,Born in Canada,7,Yes
Female,77,Born in Canada,20,Yes
Female,77,Born outside Canada,1,No
Female,77,Born in Canada,9,Yes
Female,77,Born outside Canada,5,No
Female,77,Born in Canada,7,Yes
Female,77,Born outside Canada,3,No
Female,77,Born in Canada,4,Yes
Female,77,Born outside Canada,4,No
Female,77,Born in Canada,4,Yes
Female,77,Born outside Canada,3,No
Female,77,Born in Canada,18,Yes
Female,77,Born outside Canada,4,No
Female,77,"NA",1,NA
Female,77,Born in Canada,6,Yes
Female,77,Born outside Canada,2,No
Female,78,Born in Canada,5,Yes
Female,78,Born outside Canada,2,No
Female,78,Born in Canada,5,Yes
Female,78,Born outside Canada,1,No
Female,78,Born in Canada,5,Yes
Female,78,Born outside Canada,4,No
Female,78,Born in Canada,14,Yes
Female,78,Born outside Canada,5,No
Female,78,Born in Canada,5,Yes
Female,78,Born in Canada,13,Yes
Female,78,Born outside Canada,1,No
Female,78,Born in Canada,4,Yes
Female,78,Born outside Canada,2,No
Female,78,Born in Canada,6,Yes
Female,78,Born outside Canada,6,No
Female,78,Born in Canada,19,Yes
Female,78,Born outside Canada,4,No
Female,78,Born in Canada,9,Yes
Female,78,Born outside Canada,1,No
Female,79,Born in Canada,6,Yes
Female,79,Born outside Canada,1,No
Female,79,Born in Canada,10,Yes
Female,79,Born in Canada,11,Yes
Female,79,Born outside Canada,1,No
Female,79,Born in Canada,18,Yes
Female,79,Born outside Canada,3,No
Female,79,Born in Canada,5,Yes
Female,79,Born outside Canada,1,No
Female,79,Born in Canada,10,Yes
Female,79,Born outside Canada,1,No
Female,79,Born in Canada,11,Yes
Female,79,Born outside Canada,1,No
Female,79,Born in Canada,10,Yes
Female,79,Born outside Canada,2,No
Female,79,Born in Canada,17,Yes
Female,79,Born outside Canada,8,No
Female,79,Born in Canada,4,Yes
Female,79,Born outside Canada,1,No
Female,80,Born in Canada,591,Yes
Female,80,Born outside Canada,153,No
Female,80,Don't know,2,NA
Female,80,"NA",4,NA
Male,15,Born in Canada,3,Yes
Male,15,Born outside Canada,1,No
Male,15,Born in Canada,5,Yes
Male,15,Born outside Canada,1,No
Male,15,Born in Canada,3,Yes
Male,15,Born outside Canada,2,No
Male,15,Born in Canada,7,Yes
Male,15,Born outside Canada,1,No
Male,15,Born in Canada,5,Yes
Male,15,Born in Canada,5,Yes
Male,15,Born outside Canada,2,No
Male,15,Born in Canada,1,Yes
Male,15,Born in Canada,5,Yes
Male,15,Born outside Canada,3,No
Male,15,Born in Canada,9,Yes
Male,15,Born outside Canada,1,No
Male,15,Born in Canada,5,Yes
Male,15,Born outside Canada,2,No
Male,16,Born in Canada,7,Yes
Male,16,Born in Canada,5,Yes
Male,16,Born in Canada,4,Yes
Male,16,Born outside Canada,2,No
Male,16,Born in Canada,9,Yes
Male,16,Born outside Canada,4,No
Male,16,Born in Canada,4,Yes
Male,16,Born outside Canada,3,No
Male,16,Born in Canada,6,Yes
Male,16,Born in Canada,5,Yes
Male,16,Born in Canada,4,Yes
Male,16,Born outside Canada,1,No
Male,16,Born in Canada,17,Yes
Male,16,Born outside Canada,4,No
Male,16,Born in Canada,3,Yes
Male,17,Born in Canada,6,Yes
Male,17,Born in Canada,4,Yes
Male,17,Born outside Canada,2,No
Male,17,Born in Canada,7,Yes
Male,17,Born outside Canada,1,No
Male,17,Born in Canada,11,Yes
Male,17,Born outside Canada,2,No
Male,17,Born in Canada,6,Yes
Male,17,Born outside Canada,1,No
Male,17,Born in Canada,3,Yes
Male,17,Born outside Canada,3,No
Male,17,Born in Canada,4,Yes
Male,17,Born outside Canada,1,No
Male,17,Born in Canada,8,Yes
Male,17,Born in Canada,8,Yes
Male,17,Born in Canada,8,Yes
Male,18,Born in Canada,2,Yes
Male,18,Born outside Canada,1,No
Male,18,Born in Canada,6,Yes
Male,18,Born outside Canada,3,No
Male,18,Born in Canada,4,Yes
Male,18,Born in Canada,14,Yes
Male,18,Born outside Canada,3,No
Male,18,Born in Canada,3,Yes
Male,18,Born in Canada,4,Yes
Male,18,Born outside Canada,1,No
Male,18,Born in Canada,4,Yes
Male,18,Born outside Canada,1,No
Male,18,Born in Canada,3,Yes
Male,18,Born outside Canada,3,No
Male,18,Born in Canada,9,Yes
Male,18,Born outside Canada,3,No
Male,18,Born in Canada,3,Yes
Male,18,Born outside Canada,1,No
Male,19,Born in Canada,4,Yes
Male,19,Born in Canada,1,Yes
Male,19,"NA",1,NA
Male,19,Born in Canada,4,Yes
Male,19,Born outside Canada,1,No
Male,19,Born in Canada,5,Yes
Male,19,Born outside Canada,1,No
Male,19,Born in Canada,13,Yes
Male,19,Born outside Canada,2,No
Male,19,Born in Canada,7,Yes
Male,19,Born outside Canada,1,No
Male,19,Born in Canada,3,Yes
Male,19,Born outside Canada,1,No
Male,19,Born in Canada,5,Yes
Male,19,Born in Canada,8,Yes
Male,19,Born outside Canada,3,No
Male,19,Born in Canada,8,Yes
Male,19,Born outside Canada,2,No
Male,20,Born in Canada,7,Yes
Male,20,Born outside Canada,4,No
Male,20,Born in Canada,4,Yes
Male,20,Born outside Canada,2,No
Male,20,Born in Canada,9,Yes
Male,20,Born outside Canada,1,No
Male,20,Born in Canada,6,Yes
Male,20,Born outside Canada,6,No
Male,20,"NA",1,NA
Male,20,Born in Canada,4,Yes
Male,20,Born outside Canada,2,No
Male,20,Born in Canada,2,Yes
Male,20,Born outside Canada,4,No
Male,20,Born in Canada,3,Yes
Male,20,Born outside Canada,1,No
Male,20,Born in Canada,4,Yes
Male,20,Born outside Canada,1,No
Male,20,Born in Canada,11,Yes
Male,20,Born outside Canada,2,No
Male,20,Born in Canada,4,Yes
Male,20,Born outside Canada,2,No
Male,21,Born in Canada,9,Yes
Male,21,Born outside Canada,3,No
Male,21,"NA",1,NA
Male,21,Born in Canada,3,Yes
Male,21,Born outside Canada,1,No
Male,21,Born in Canada,8,Yes
Male,21,Born outside Canada,1,No
Male,21,Born in Canada,8,Yes
Male,21,Born outside Canada,3,No
Male,21,Born in Canada,8,Yes
Male,21,Born outside Canada,1,No
Male,21,Born in Canada,4,Yes
Male,21,Born outside Canada,3,No
Male,21,Born in Canada,6,Yes
Male,21,Born in Canada,2,Yes
Male,21,Born outside Canada,1,No
Male,21,Born in Canada,8,Yes
Male,21,Born outside Canada,3,No
Male,21,Born in Canada,6,Yes
Male,22,Born in Canada,5,Yes
Male,22,Born outside Canada,2,No
Male,22,Born in Canada,8,Yes
Male,22,Born outside Canada,2,No
Male,22,Born in Canada,4,Yes
Male,22,Born in Canada,15,Yes
Male,22,Born outside Canada,3,No
Male,22,Born in Canada,6,Yes
Male,22,Born outside Canada,1,No
Male,22,"NA",1,NA
Male,22,Born in Canada,7,Yes
Male,22,Born outside Canada,2,No
Male,22,Born in Canada,9,Yes
Male,22,Born outside Canada,2,No
Male,22,Born in Canada,4,Yes
Male,22,Born in Canada,15,Yes
Male,22,Born outside Canada,5,No
Male,22,Born in Canada,4,Yes
Male,22,Born outside Canada,1,No
Male,23,Born in Canada,5,Yes
Male,23,Born outside Canada,1,No
Male,23,Born in Canada,9,Yes
Male,23,Born outside Canada,1,No
Male,23,Born in Canada,3,Yes
Male,23,Born in Canada,12,Yes
Male,23,Born outside Canada,5,No
Male,23,Born in Canada,6,Yes
Male,23,Born outside Canada,1,No
Male,23,Born in Canada,6,Yes
Male,23,Born in Canada,6,Yes
Male,23,Born in Canada,5,Yes
Male,23,Born outside Canada,1,No
Male,23,Born in Canada,8,Yes
Male,23,Born outside Canada,4,No
Male,23,Born in Canada,2,Yes
Male,23,Born outside Canada,2,No
Male,24,Born in Canada,7,Yes
Male,24,Born in Canada,6,Yes
Male,24,Born outside Canada,1,No
Male,24,Born in Canada,5,Yes
Male,24,Born outside Canada,2,No
Male,24,Born in Canada,12,Yes
Male,24,Born outside Canada,5,No
Male,24,Born in Canada,3,Yes
Male,24,Born outside Canada,2,No
Male,24,Born in Canada,9,Yes
Male,24,Born outside Canada,2,No
Male,24,Born in Canada,3,Yes
Male,24,Born outside Canada,1,No
Male,24,Don't know,1,NA
Male,24,Born in Canada,6,Yes
Male,24,Born in Canada,9,Yes
Male,24,Born outside Canada,2,No
Male,24,Born in Canada,3,Yes
Male,24,Born outside Canada,3,No
Male,25,Born in Canada,7,Yes
Male,25,Born outside Canada,2,No
Male,25,Born in Canada,9,Yes
Male,25,Born outside Canada,2,No
Male,25,Born in Canada,8,Yes
Male,25,Born outside Canada,2,No
Male,25,Born in Canada,13,Yes
Male,25,Born outside Canada,3,No
Male,25,"NA",2,NA
Male,25,Born in Canada,5,Yes
Male,25,Born outside Canada,2,No
Male,25,Born in Canada,6,Yes
Male,25,Born outside Canada,3,No
Male,25,Born in Canada,9,Yes
Male,25,Born outside Canada,1,No
Male,25,Born in Canada,4,Yes
Male,25,Born outside Canada,2,No
Male,25,Born in Canada,17,Yes
Male,25,Born outside Canada,1,No
Male,25,Born in Canada,6,Yes
Male,26,Born in Canada,7,Yes
Male,26,Born in Canada,7,Yes
Male,26,Born in Canada,8,Yes
Male,26,Born outside Canada,4,No
Male,26,Born in Canada,11,Yes
Male,26,Born outside Canada,3,No
Male,26,Born in Canada,11,Yes
Male,26,Born outside Canada,1,No
Male,26,Born in Canada,11,Yes
Male,26,Born outside Canada,6,No
Male,26,Born in Canada,5,Yes
Male,26,Born in Canada,6,Yes
Male,26,Born in Canada,7,Yes
Male,26,Born outside Canada,5,No
Male,26,Born in Canada,7,Yes
Male,26,Born outside Canada,2,No
Male,27,Born in Canada,5,Yes
Male,27,Born outside Canada,1,No
Male,27,Born in Canada,4,Yes
Male,27,Born outside Canada,1,No
Male,27,Born in Canada,8,Yes
Male,27,Born outside Canada,2,No
Male,27,Born in Canada,11,Yes
Male,27,Born outside Canada,3,No
Male,27,Born in Canada,11,Yes
Male,27,Born outside Canada,2,No
Male,27,Born in Canada,5,Yes
Male,27,Born outside Canada,1,No
Male,27,Born in Canada,6,Yes
Male,27,Born outside Canada,1,No
Male,27,Born in Canada,9,Yes
Male,27,Born outside Canada,2,No
Male,27,Born in Canada,15,Yes
Male,27,Born outside Canada,6,No
Male,27,Born in Canada,6,Yes
Male,27,Born outside Canada,3,No
Male,28,Born in Canada,12,Yes
Male,28,Born outside Canada,4,No
Male,28,Born in Canada,3,Yes
Male,28,Born outside Canada,1,No
Male,28,Born in Canada,7,Yes
Male,28,Born outside Canada,5,No
Male,28,Born in Canada,13,Yes
Male,28,Born outside Canada,2,No
Male,28,Born in Canada,13,Yes
Male,28,Born outside Canada,4,No
Male,28,Born in Canada,6,Yes
Male,28,Born outside Canada,2,No
Male,28,Born in Canada,13,Yes
Male,28,Born outside Canada,2,No
Male,28,Born in Canada,7,Yes
Male,28,Born outside Canada,3,No
Male,28,Born in Canada,12,Yes
Male,28,Born outside Canada,5,No
Male,28,Born in Canada,5,Yes
Male,28,Born outside Canada,1,No
Male,29,Born in Canada,11,Yes
Male,29,Born outside Canada,2,No
Male,29,"NA",1,NA
Male,29,Born in Canada,9,Yes
Male,29,Born outside Canada,3,No
Male,29,Born in Canada,14,Yes
Male,29,Born outside Canada,3,No
Male,29,Born in Canada,16,Yes
Male,29,Born outside Canada,3,No
Male,29,Born in Canada,7,Yes
Male,29,Born outside Canada,1,No
Male,29,Born in Canada,9,Yes
Male,29,Born outside Canada,1,No
Male,29,Born in Canada,3,Yes
Male,29,Born outside Canada,4,No
Male,29,Born in Canada,11,Yes
Male,29,Born outside Canada,2,No
Male,29,Born in Canada,11,Yes
Male,29,Born outside Canada,4,No
Male,29,Born in Canada,12,Yes
Male,29,Born outside Canada,3,No
Male,30,Born in Canada,7,Yes
Male,30,Born outside Canada,1,No
Male,30,Born in Canada,15,Yes
Male,30,Born outside Canada,5,No
Male,30,"NA",1,NA
Male,30,Born in Canada,12,Yes
Male,30,Born outside Canada,5,No
Male,30,Born in Canada,28,Yes
Male,30,Born outside Canada,4,No
Male,30,Born in Canada,8,Yes
Male,30,Born outside Canada,4,No
Male,30,Born in Canada,9,Yes
Male,30,Born in Canada,9,Yes
Male,30,Born outside Canada,4,No
Male,30,Born in Canada,9,Yes
Male,30,Born outside Canada,5,No
Male,30,Born in Canada,22,Yes
Male,30,Born outside Canada,6,No
